what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040569328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040570390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040570406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040570531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040621656
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1452040623265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040637843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040637859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040637953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040645421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040647609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040686578
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1452040687015
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1452040687156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040688406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040806921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040822968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040823921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040860171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040963984
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1452040965718
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1452040965750
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1452040967546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1452040970500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040970750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040970890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1452040972078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1452040972718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1452040973281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040976000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452040996031
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1452040997312
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1452040997328
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1452040997875
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1452040997890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452041003187
started,bundle,org.eclipse.wb.os,1.5.0.r37x201206111201,"org.eclipse.wb.os",1452041021312
started,bundle,org.eclipse.wb.os.win32,1.5.0.r37x201206111201,"org.eclipse.wb.os.win32",1452041021375
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1452041049015
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1452041049234
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1452041049234
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1452041051203
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1452041051203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452041064187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452041068156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452041106890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452041107359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452041118359
executed,command,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui.sync",1452041121312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452041121609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452041122515
