what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1451959979531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1451959979890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451959980531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1451959980546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1451959980890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451959995093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1451960007531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1451960008328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1451960010906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1451960017921
activated,editor,com.google.gwt.eclipse.core,3.6.0.v201406262229-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1451960020125
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1451960022312
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1451960023609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1451960024296
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1451960024703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1451960025703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960026546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960028093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960031953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960041828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960043937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960043937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960044062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960056640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960062109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960063171
activated,view,com.google.gwt.eclipse.oophm,3.6.0.v201406262229-rel-r37,"com.google.gwt.eclipse.DevModeView",1451960063875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960065031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960065031
activated,editor,com.google.gwt.eclipse.core,3.6.0.v201406262229-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1451960065046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960065125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960068250
activated,view,com.google.gwt.eclipse.oophm,3.6.0.v201406262229-rel-r37,"com.google.gwt.eclipse.DevModeView",1451960069343
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1451960070375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960071218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960071218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960071312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960125156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960130171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960134109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960135062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960136500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960137328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960157703
activated,editor,com.google.gwt.eclipse.core,3.6.0.v201406262229-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1451960158562
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1451960165250
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1451960167218
activated,editor,com.google.gwt.eclipse.core,3.6.0.v201406262229-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1451960167781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960189500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451960192406
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.extract.method",1451960192421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1451960199921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1451960211984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1451960213203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1451960217046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1451960217656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1451960225218
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1451960226671
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1451960226906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1451960228859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1451960231375
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1451960236468
