what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451958801281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451958801406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451958803437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451958803921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451958809578
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1451958809640
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1451958817765
activated,view,com.google.gwt.eclipse.oophm,3.6.0.v201406262229-rel-r37,"com.google.gwt.eclipse.DevModeView",1451958820468
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1451958821687
activated,editor,com.google.gwt.eclipse.core,3.6.0.v201406262229-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1451958822796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451958824187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451958824234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451958824265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451958850703
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1451958856937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451958862140
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1451958870062
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1451958870390
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1451958871281
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1451958872687
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1451958873000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451958877671
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1451958877734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1451958877734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1451958887078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451958890500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451958893875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1451958893875
activated,editor,com.google.gwt.eclipse.core,3.6.0.v201406262229-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1451958894640
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1451958898031
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1451958898156
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1451958898968
started,bundle,org.eclipse.mylyn.java.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.java.ui",1451958899062
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1451958899375
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1451958899375
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1451958900046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1451958901375
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1451958901781
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1451958902296
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1451958902328
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1451958902343
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1451958913640
started,bundle,org.eclipse.mylyn.java.tasks,3.7.1.v20120425-0100,"org.eclipse.mylyn.java.tasks",1451958928078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451958931312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451958931656
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1451958933531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1451958938609
activated,view,com.google.gwt.eclipse.oophm,3.6.0.v201406262229-rel-r37,"com.google.gwt.eclipse.DevModeView",1451958942562
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1451958944546
activated,view,com.google.gwt.eclipse.oophm,3.6.0.v201406262229-rel-r37,"com.google.gwt.eclipse.DevModeView",1451958948468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451958963390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451958984687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451958988140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451958996296
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1451958996296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451959000812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451959002437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451959002843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451959002843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451959002953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451959007687
activated,editor,com.google.gwt.eclipse.core,3.6.0.v201406262229-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1451959007703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451959008359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451959011937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451959012500
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1451959026468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451959084703
activated,editor,com.google.gwt.eclipse.core,3.6.0.v201406262229-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1451959087984
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1451959088171
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1451959091265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1451959091312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451959091546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451959091546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451959091625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451959130515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451959130953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451959130968
