what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1451975370187
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1451975371828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1451975372156
activated,view,com.google.gwt.eclipse.oophm,3.6.0.v201406262229-rel-r37,"com.google.gwt.eclipse.DevModeView",1451975373718
activated,editor,com.google.gwt.eclipse.core,3.6.0.v201406262229-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1451975376890
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1451975379406
executed,command,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui.sync",1451975382468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975384140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975385062
activated,perspective,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui.TeamSynchronizingPerspective",1451975385187
activated,editor,com.google.gwt.eclipse.core,3.6.0.v201406262229-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1451975385203
activated,view,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.sync.views.SynchronizeView",1451975385328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975385390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975386031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975390000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975391500
executed,command,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui.commit",1451975391531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975391812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975391828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975392031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975669171
activated,editor,com.google.gwt.eclipse.core,3.6.0.v201406262229-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1451975670203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975751312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975751312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975751390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975752359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975759203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975766281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975766375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975774968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975795890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975804812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975805015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975806859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975811765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975816531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975816796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975859906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975863343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975867328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975871859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975930812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975934656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975949265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975956171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975957718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1451975966234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451975966437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451976657828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1451976658687
